Entity,Images
Star,"['https://upload.wikimedia.org/wikipedia/commons/5/57/Betelgeuse_captured_by_ALMA.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/CNO_Cycle.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg']"
Pinhole,[]
Sun,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/-_panoramio_%28785%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/171879main_LimbFlareJan12_lg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/2017_Total_Solar_Eclipse_%2835909952653%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
T ry,[]
Pinhole,[]
Candle,"['https://upload.wikimedia.org/wikipedia/commons/c/c9/7candles.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Anatomy_of_a_candle_flame.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Candle_Wick.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Candle_With_Gold_Stand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Candles.jpg']"
Pipe (light fixture),[]
Pinhole,[]
That could be so much fun,[]
Sun,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/-_panoramio_%28785%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/171879main_LimbFlareJan12_lg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/2017_Total_Solar_Eclipse_%2835909952653%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
Shadow,"['https://upload.wikimedia.org/wikipedia/commons/f/f5/Apollo_9_astronaut_Dave_Scott.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/British_Library_Gate_Shadow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/CloudsShadow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Cumulus_cloud_shadows_1.jpg']"
SCIENCE (journal),[]
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Night,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/En-Night-article.ogg']"
Light switch,"['https://upload.wikimedia.org/wikipedia/commons/8/88/Australian_Architrave_2_Gang_Switch_Plate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Australian_four_gang_wall_plate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Dimmer_switch_with_RF-based_lighting_control.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Illuminated_light_switch.jpg']"
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Col sheet,[]
Paper,"['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Torch,"['https://upload.wikimedia.org/wikipedia/commons/e/eb/18th_November_Torchlight_procession_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/43-aspetti_di_vita_quotidiana%2C_illuminazione%2CTaccuino_Sanita.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Firebreathingtorch.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Zaire_%281971%E2%80%931997%29.svg']"
Observable pattern,[]
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Square6,[]
Square6,[]
Square6Shadow,[]
Square6Pinhole camera,[]
square6Light,[]
Square6Mirror reflection,[]
 opaque object,[]
Polythene,[]
Circular shadow,[]
Reflection of oneself in a mirror,[]
A (Latin phrase),[]
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Reflection (physics),"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Corner-reflector.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Diffuse_refl.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/F%C3%A9nyvisszaver%C5%91d%C3%A9s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Mount_Hood_reflected_in_Mirror_Lake%2C_Oregon.jpg']"
Learning,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Cooking_contest_140418-N-OX321-101.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Evolution-of-Adaptive-Behaviour-in-Robots-by-Means-of-Darwinian-Selection-pbio.1000292.s007.ogv', 'https://upload.wikimedia.org/wikipedia/commons/0/05/France_in_XXI_Century._School.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Comb (hair care),[]
Ther e,[]
Right hand,[]
Higher education,"['https://upload.wikimedia.org/wikipedia/commons/e/e7/Archiginnasio_ora_blu_Bologna.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Deakin_University_Burwood_Campus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Harvard_Yard_in_autumn%2C_Boston%2C_Massachusetts%2C_2015.jpg']"
Refle,[]
Ask another friend also holding a mirr,[]
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Mirror,"['https://upload.wikimedia.org/wikipedia/commons/f/fd/-94wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/130_-_Grove_Of_Mirrors%2C_Hilary_Arnold_Baker_%284655892606%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Arnaldo_Dell%27Ira_%281903-1943%29_Sala_d%27aspetto_per_la_casa_di_M.me_B.%2C1939.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Demo_Day_2016_-_Design_Center_%2819%29.jpg']"
Transpar ent,[]
Just So Stories,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Illustration_at_p._73_in_Just_So_Stories_%28c1912%29.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Just_So_Stories_Kipling_1902.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Justso_rhino.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Tree trunk,[]
Darkness,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Creation_of_Light.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Dividing_Light_from_Darkness.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Electricity and Circuits,[]
Lighting,"['https://upload.wikimedia.org/wikipedia/commons/6/69/Acropolis_Of_Athens_Greece_04.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/BWLight.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Cherry_blossoms_with_Isuzu-Chaya_and_Akafuku_store_at_Night.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Classical_spectacular_laser_effects.jpg']"
Electricity,"['https://upload.wikimedia.org/wikipedia/commons/d/d9/Arduino_ftdi_chip-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Electric-eel2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Electric_motor_cycle_3.png']"
Torch,"['https://upload.wikimedia.org/wikipedia/commons/e/eb/18th_November_Torchlight_procession_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/43-aspetti_di_vita_quotidiana%2C_illuminazione%2CTaccuino_Sanita.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Firebreathingtorch.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Zaire_%281971%E2%80%931997%29.svg']"
ELECTRIC CELL,[]
Cell cap,[]
T cell,"['https://upload.wikimedia.org/wikipedia/commons/6/6d/CD4%2B_T_cell_subsets.pdf', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Healthy_Human_T_Cell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Killer_T_cells_surround_a_cancer_cell.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Red_White_Blood_cells.jpg']"
Electric Cell metal cap,[]
Negative terminal,[]
Positive terminal,[]
Electric cell,[]
Electrical substation,"['https://upload.wikimedia.org/wikipedia/commons/e/e2/Abspannportal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Breaker_and_a_half.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/D%C3%BClmen%2C_Umspannstation_--_2014_--_0005.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Electrical_Substation.JPG']"
Electricity,"['https://upload.wikimedia.org/wikipedia/commons/d/d9/Arduino_ftdi_chip-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Electric-eel2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Electric_motor_cycle_3.png']"
Death,"['https://upload.wikimedia.org/wikipedia/commons/5/5e/All_causes_world_map-Deaths_per_million_persons-WHO2012.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Cryo_surgery.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Earthworm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/ExtinctDodoBird.jpeg']"
Electric socket,[]
Generator,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Electric cell,[]
Glass,"['https://upload.wikimedia.org/wikipedia/commons/7/78/250_mL_Erlenmeyer_flask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bottle%2C_wine_%28AM_1997.80.28-1%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Bristol.blue.glass.arp.750pix.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/British_dimpled_glass_pint_jug_with_ale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bulk_Metallic_Glass_Sample.jpg']"
Light bulb,[]
Take out the bulb,[]
Wire,"['https://upload.wikimedia.org/wikipedia/commons/b/b1/Ambox_outdated_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Coaxial_cable_braided_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Piano_string_detail2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/73/RG-59.jpg']"
2 b,[]
Bulb,"['https://upload.wikimedia.org/wikipedia/commons/7/7c/Allium_fistulosum_bulbifera0.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Alliumvineale1web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Amaryllisbulb.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg']"
Fig. filament,[]
Case (optical bulb),[]
Wire,"['https://upload.wikimedia.org/wikipedia/commons/b/b1/Ambox_outdated_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Coaxial_cable_braided_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Piano_string_detail2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/73/RG-59.jpg']"
Terminal (optical bulb),[]
Microsoft Windows,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Microsoft_Windows_for_Workgroups_3.11_mit_9_Setup_HD-Disketten.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Electric light bulb,[]
Terminal (electricity),[]
Computer terminal,"['https://upload.wikimedia.org/wikipedia/commons/1/1b/ADM_3A_%2882481457%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/ASR-33_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/DEC_VT100_terminal_transparent.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/HypertextEditingSystemConsoleBrownUniv1969.jpg']"
Electric cell,[]
Wire,"['https://upload.wikimedia.org/wikipedia/commons/b/b1/Ambox_outdated_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Coaxial_cable_braided_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Piano_string_detail2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/73/RG-59.jpg']"
Wire,"['https://upload.wikimedia.org/wikipedia/commons/b/b1/Ambox_outdated_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Coaxial_cable_braided_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Piano_string_detail2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/73/RG-59.jpg']"
Wire,"['https://upload.wikimedia.org/wikipedia/commons/b/b1/Ambox_outdated_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Coaxial_cable_braided_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Piano_string_detail2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/73/RG-59.jpg']"
Torch (light bulb),[]
Switch,"['https://upload.wikimedia.org/wikipedia/commons/9/9d/2P6T-symbol.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Abspannportal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Bouncy_Switch.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Crossover-switch-symbol.svg']"
Y es,[]
Light bulb,[]
Terminal (electric),[]
Terminal,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Piano Concerto No. 2 (Handel),[]
Rubber band,"['https://upload.wikimedia.org/wikipedia/commons/2/2a/3000_rubber_band_ball.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Elastrator_rings.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
